root_id,primary_type
54132,C3
54133,Tm20
54134,Tm21
54135,Tm5c
54136,PAM11
54137,Lai
54138,Tm3
54139,L3
54140,Dm3q
54141,L1
54142,CB.FB5B0
54143,Tm2
54144,KCab-p
54145,Dm16
54146,Mi1
54147,Mi2
54148,R7
54149,R1-6
54150,R8
54151,TmY4
54152,CB1394
54153,Tm5c
54154,L4
54155,R1-6
54156,R1-6
54157,C3
54158,ORN_VL1
54159,Dm8b
54160,Tm20
54161,Tm32
54162,Mi9
54163,R1-6
54164,CB.FB5B0
54165,Tm27
54166,PS181
54167,Lai
54168,Tm3
54169,L2
54170,R1-6
54171,Tm3
54172,Tm3
54173,L1
54174,PFNm
54175,L5
54176,ORN_VA1d
54177,L5
54178,L1-3
54179,L1
54180,R1-6
54181,Lai
54182,R1-6
54183,Dm3p
54184,L1
54185,C3
54186,Tm3
54187,L1
54188,R1-6
54189,T5a
54190,Mi2
54191,L1
54192,L4
54193,Pm02
54194,Sm01
54195,TmY9q
54196,R1-6
54197,L3
54198,SLP275
54199,L3
54200,Dm8b
54201,L1-3
54202,L1
54203,LPi05
54204,ER2
54205,LC11
54206,Mi13
54207,TmY4
54208,Mi4
54209,R1-6
54210,Tm7
54211,R1-6
54212,Dm3p
54213,R8
54214,Tm3
54215,R1-6
54216,Tm5c
54217,PFNa
54218,FC1A
54219,PFNm
54220,L1
54221,PFNm
54222,T4c
54223,L5
54224,T4d
54225,Tm25
54226,Tm2
54227,L3
54228,PFNm
54229,R1-6
54230,L4
54231,Tm5f
54232,T1
54233,T4c
54234,R8
54235,R1-6
54236,Tm27
54237,CB.FB5B0
54238,L2
54239,PFNa
54240,WED034
54241,Mi9
54242,Tm5e
54243,Tm5e
54244,T1
54245,L2
54246,R7
54247,Mi15
54248,ORN_VL1
54249,L5
54250,Tm5c
54251,R7
54252,Dm11
54253,R1-6
54254,PFNa
54255,Sm01
54256,Pm01
54257,CB1577
54258,Dm3q
54259,R1-6
54260,R1-6
54261,R1-6
54262,Mi14
54263,Tm2
54264,R1-6
54265,L2
54266,TmY4
54267,R1-6
54268,Tm1
54269,ER3a
54270,Mi4
54271,Mi15
54272,L5
54273,T1
54274,R1-6
54275,Mi4
54276,Tm21
54277,L4
54278,R1-6
54279,L3
54280,T1
54281,L5
54282,R1-6
54283,Mi1
54284,L1
54285,Tm5d
54286,R1-6
54287,Tm2
54288,Mi9
54289,ORN_VA1d
54290,T1
54291,ER3a
54292,C3
54293,Mi9
54294,T4c
54295,BM_InOm
54296,Tm2
54297,vDeltaA
54298,Mi1
54299,Mi2
54300,Sm15
54301,TmY31
54302,Dm3p
54303,Pm01
54304,Tm3
54305,T4d
54306,T5c
54307,Tm1
54308,Mi9
54309,R8
54310,R8
54311,Tm2
54312,TmY16
54313,Mi9
54314,Lai
54315,Dm3v
54316,Dm3p
54317,L5
54318,Mi1
54319,L2
54320,TmY5a
54321,Tm2
54322,R1-6
54323,L3
54324,T4c
54325,Tm20
54326,Mi1
54327,WED034
54328,T1
54329,R1-6
54330,CB2152
54331,Tm2
54332,Tm4
54333,L3
54334,PFNa
54335,Dm3v
54336,R8
54337,L1-3
54338,CB2152
54339,Dm2
54340,Dm3q
54341,L2
54342,Tm9
54343,T5c
54344,ER4d
54345,R1-6
54346,T4c
54347,T4c
54348,Mi1
54349,T4c
54350,Pm03
54351,TmY9q
54352,MeTu4a
54353,Sm01
54354,CB3533
54355,R1-6
54356,Dm8b
54357,R1-6
54358,T1
54359,Dm3q
54360,Mi9
54361,R1-6
54362,PFNm
54363,Tm27
54364,Mi4
54365,Tm1
54366,Mi9
54367,Dm3p
54368,Tm3
54369,Mi15
54370,L3
54371,R7
54372,R1-6
54373,L1
54374,PFNa
54375,T4c
54376,Dm15
54377,Tm20
54378,L2
54379,Dm3p
54380,Dm8b
54381,KCab-p
54382,LHPV4a5
54383,Sm01
54384,L5
54385,Mi1
54386,ORN_VA1d
54387,Pm01
54388,L3
54389,Tm27
54390,Tm9
54391,Tm7
54392,ORN_VA1d
54393,TmY9q__perp
54394,R1-6
54395,T1
54396,Mi9
54397,ER4d
54398,R1-6
54399,R1-6
54400,Tm20
54401,TmY3
54402,L2
54403,Dm8b
54404,Dm2
54405,R1-6
54406,KCab-p
54407,L1
54408,R1-6
54409,Tm9
54410,LC10c
54411,Li06
54412,T3
54413,T5d
54414,KCg-d
54415,Tm8
54416,CB3684
54417,T4b
54418,TmY10
54419,LLPC3
54420,CB1603
54421,T5d
54422,KCapbp-ap2
54423,TmY15
54424,KCapbp-ap1
54425,LHAV2b11
54426,LHAV7a5
54427,LC14b
54428,LHPV5b1
54429,Tm27
54430,TmY5a
54431,WED034
54432,LC10a
54433,LLPC3
54434,Sm14
54435,LPC2
54436,IB092
54437,Dm8b
54438,VS6
54439,Y3
54440,SMP155
54441,CB2071
54442,T3
54443,KCg-m
54444,T4a
54445,CB1577
54446,LC18
54447,Li11
54448,Lai
54449,TmY5a
54450,DNpe012
54451,CB1394
54452,Tm4
54453,T5b
54454,T4b
54455,Tm5d
54456,CB3868
54457,CB2071
54458,Tm25
54459,Tm25
54460,T2
54461,Sm14
54462,PEG
54463,Tm25
54464,SMP503
54465,ORN_DP1l
54466,Mi2
54467,T4b
54468,BM_Vib
54469,CB1576
54470,T4a
54471,CB1834
54472,LHCENT14
54473,Tm4
54474,ORN_DP1l
54475,ER3d
54476,AN_GNG_204
54477,SMP155
54478,TmY5a
54479,KCab
54480,LC15
54481,CB1830
54482,LC10c
54483,LC10c
54484,ORN_DP1l
54485,SMP407
54486,T2
54487,CB2071
54488,CB3555
54489,Tm5a
54490,Tm27
54491,L2
54492,Tm1
54493,Tm3
54494,R1-6
54495,Tm3
54496,L2
54497,T1
54498,T2
54499,T4c
54500,R1-6
54501,Lai
54502,R8
54503,Tm2
54504,Tm16
54505,LPi05
54506,L4
54507,Tm3
54508,R1-6
54509,C3
54510,R1-6
54511,Tm21
54512,T2
54513,R8
54514,L5
54515,TmY9q
54516,L2
54517,Dm3v
54518,Dm3p
54519,R8
54520,C3
54521,Tm2
54522,L3
54523,L3
54524,Tm2
54525,Tm35
54526,Tm5c
54527,TmY4
54528,Tm3
54529,LPi05
54530,PFNm
54531,Dm3q
54532,Tm3
54533,L2
54534,Sm32
54535,Tm1
54536,R1-6
54537,ER3a
54538,R8
54539,Dm3v
54540,LHPV4a5
54541,Dm15
54542,Mi15
54543,ER3a
54544,Tm3
54545,R1-6
54546,T4d
54547,SLP275
54548,PAM11
54549,ORN_VA1d
54550,BM_InOm
54551,WEDPN14
54552,SMP180
54553,T5c
54554,KCg-m
54555,SMP155
54556,CB3359
54557,ER3d
54558,CB1997
54559,SA_VTV_PDMN_1
54560,VP1m+VP5_ilPN
54561,VA1d_vPN
54562,CB1576
54563,T4b
54564,KCg-m
54565,CB2716
54566,CB2152
54567,AN_AVLP_18
54568,T5b
54569,T5c
54570,CB3467
54571,Mi1
54572,Tlp1
54573,KCg-d
54574,CB0051
54575,ORN_DP1l
54576,LPLC1
54577,PS280
54578,T4b
54579,T5d
54580,BM_InOm
54581,WED034
54582,KCapbp-ap2
54583,CB3621
54584,CB3467
54585,VA1d_vPN
54586,PVLP101c
54587,T5c
54588,LHAV7a5
54589,DNge071
54590,CL208
54591,Sm14
54592,T4b
54593,Li11
54594,JO-EVP
54595,TmY5a
54596,Tm5f
54597,KCab
54598,R1-6
54599,T5c
54600,Li03
54601,PVLP101c
54602,ORN_DM6
54603,T5b
54604,TmY4
54605,LC10c
54606,T3
54607,Mi15
54608,T5c
54609,Tm4
54610,KCab
54611,T4b
54612,BM_InOm
54613,T4b
54614,DNx02
54615,KCg-m
54616,CB1786
54617,LHAV7a5
54618,AN_GNG_124
54619,T4a
54620,lLN1_bc
54621,Y3
54622,T4b
54623,SMP180
54624,ORN_DM6
54625,CB3359
54626,m_NSC_DILP
54627,T5b
54628,PLP114
54629,R1-6
54630,Tm27
54631,Tm1
54632,Tm1
54633,L1
54634,Tm2
54635,LCe01b
54636,T4c
54637,Tm9
54638,KCapbp-m
54639,CB1997
54640,T4c
54641,L5
54642,Dm3p
54643,R1-6
54644,TmY5a
54645,LT70
54646,ER3d
54647,KCg-m
54648,KCg-d
54649,Dm10
54650,PS008
54651,T5d
54652,CB2071
54653,LC14b
54654,KCg-d
54655,CB1173
54656,T5c
54657,T4b
54658,T5b
54659,AVLP218b
54660,CB0751
54661,Li06
54662,Tm5f
54663,Sm32
54664,C3
54665,Tm5f
54666,LC40
54667,LHAV7a5
54668,Sm14
54669,Sm05
54670,m_NSC_DILP
54671,KCab
54672,T5c
54673,L5
54674,ORN_VL2p
54675,LC12
54676,LTe05
54677,T5a
54678,T5b
54679,KCg-m
54680,T2
54681,PFNm
54682,Tm4
54683,DNg08_a
54684,VA1v_adPN
54685,T3
54686,CB0830
54687,ORN_DL4
54688,BM_InOm
54689,CB1458
54690,CB2274
54691,CB0943
54692,KCg-d
54693,AN_multi_34
54694,T3
54695,T5b
54696,SLP275
54697,T5d
54698,CB2605
54699,L5
54700,TmY10
54701,TmY10
54702,lLN1_bc
54703,MeTu1
54704,Tm5f
54705,VES024
54706,Li11
54707,Tm35
54708,CB3029
54709,Sm14
54710,TmY31
54711,KCg-d
54712,T5c
54713,lLN1_bc
54714,Y3
54715,T5a
54716,TmY3
54717,Tm25
54718,LC10c
54719,BM_InOm
54720,CL270a
54721,WED034
54722,Tm5a
54723,PVLP101c
54724,T5c
54725,Tm9
54726,Mi4
54727,Mi1
54728,Sm32
54729,CB0943
54730,LC12
54731,Li11
54732,SLP388
54733,AN_AVLP_49
54734,Y3
54735,KCg-d
54736,WED034
54737,Mi4
54738,T5c
54739,T4b
54740,T4a
54741,T3
54742,T4a
54743,PLP175
54744,Li11
54745,AN_GNG_124
54746,T2
54747,WED034
54748,LHPV4a5
54749,Tm25
54750,KCapbp-m
54751,JO-EDM
54752,Li03
54753,CB0670
54754,KCg-m
54755,CB0883
54756,DNg35
54757,CB1576
54758,SMP456
54759,KCab
54760,Y3
54761,Tm4
54762,T4a
54763,JO-EDM
54764,lLN1_bc
54765,KCapbp-ap2
54766,CB1576
54767,T5d
54768,KCab
54769,T5a
54770,KCab
54771,T5b
54772,CB2338
54773,T4a
54774,LHAV7a5
54775,CB1594
54776,Tm25
54777,T5a
54778,TmY5a
54779,T4a
54780,LC40
54781,CB3384
54782,LC10a
54783,T4a
54784,T5a
54785,LC12
54786,DNd01
54787,Dm10
54788,CB2337
54789,VES061
54790,AN_GNG_124
54791,KCapbp-ap2
54792,DNg05_b
54793,SLP275
54794,ORN_DL4
54795,CB2071
54796,lLN1_bc
54797,KCapbp-ap2
54798,ORN_DM6
54799,CB2251
54800,CB2056
54801,CB0762
54802,CB0961
54803,AN_SAD_GNG_1
54804,CB0739
54805,BM_Taste
54806,CB1047
54807,CB0246
54808,CB0106
54809,WED174
54810,CB0027
54811,WED146b
54812,BM_MaPa
54813,AVLP420_a
54814,CRE022
54815,DNb04
54816,LAL144a
54817,BM_Taste
54818,LAL175
54819,AVLP390
54820,ATL006
54821,LAL193
54822,AVLP370b
54823,AVLP089
54824,AVLP159
54825,CRE022
54826,untyped
54827,l_NSC_CRZ
54828,untyped
54829,untyped
54830,untyped
54831,AN_multi_51
54832,untyped
54833,untyped
54834,untyped
54835,untyped
54836,untyped
54837,untyped
54838,untyped
54839,untyped
54840,untyped
54841,LC31a
54842,untyped
54843,untyped
54844,untyped
54845,untyped
54846,LAL197
54847,T2a
54848,untyped
54849,T2a
54850,AVLP051
54851,ATL040
54852,AVLP189_b
54853,TmY5a
54854,LAL171
54855,T2a
54856,T2a
54857,T2a
54858,T2a
54859,T2a
54860,T2a
54861,T2a
54862,LAL138
54863,cL09
54864,T4d
54865,T4d
54866,T2a
54867,T2a
54868,Tm9
54869,Tm9
54870,T4c
54871,FS1A
54872,MeTu3b
54873,Tm9
54874,Tm9
54875,T4d
54876,T4c
54877,Pm03
54878,Tm2
54879,CB2085
54880,TmY4
54881,Dm8b
54882,TmY9q
54883,R1-6
54884,Tm27
54885,PFNa
54886,PFNa
54887,ORN_VA1d
54888,R8
54889,TmY4
54890,R1-6
54891,R1-6
54892,KCapbp-m
54893,L5
54894,L3
54895,L3
54896,R8
54897,FC1A
54898,L4
54899,Mi2
54900,Tm16
54901,Sm09
54902,R1-6
54903,L5
54904,PS008
54905,L4
54906,Mi9
54907,C2
54908,L3
54909,R1-6
54910,Sm14
54911,PFNm
54912,R1-6
54913,Dm9
54914,TmY4
54915,L1
54916,T4d
54917,TmY4
54918,Dm8b
54919,L2
54920,PFNm
54921,KCapbp-m
54922,Tm9
54923,L3
54924,Mi2
54925,Mi4
54926,Tm20
54927,ER3a
54928,Mi9
54929,R1-6
54930,TmY4
54931,L3
54932,Tm20
54933,ER4d
54934,R1-6
54935,Dm3q
54936,PFNa
54937,L5
54938,T1
54939,R1-6
54940,Tm27
54941,R1-6
54942,R1-6
54943,Pm02
54944,Dm3q
54945,ER4d
54946,Tm2
54947,Dm3q
54948,ORN_VA1d
54949,Tm2
54950,Tm20
54951,Dm2
54952,L4
54953,Mi1
54954,R1-6
54955,L2
54956,LPLC2
54957,Tm20
54958,Tm1
54959,L1
54960,Tm5c
54961,Tm2
54962,R8
54963,ORN_VL1
54964,TmY4
54965,T1
54966,Dm3p
54967,L1-3
54968,Tm9
54969,Mi2
54970,Mi15
54971,L2
54972,Tm9
54973,PFNa
54974,ER3a
54975,Tm5a
54976,Tm2
54977,Tm9
54978,Dm3p
54979,Dm2
54980,PFNa
54981,Sm09
54982,T4d
54983,Mi1
54984,Tm21
54985,R1-6
54986,TmY16
54987,L5
54988,L5
54989,CB1173
54990,L5
54991,Tm5c
54992,R1-6
54993,Tm20
54994,T4c
54995,MLt6
54996,ER4d
54997,Tm2
54998,KCab-p
54999,Tm16
55000,R8
55001,vDeltaA
55002,Dm3p
55003,Tm7
55004,T4c
55005,Dm15
55006,TmY4
55007,Dm8b
55008,T1
55009,Tm7
55010,Mi14
55011,L5
55012,R1-6
55013,Mi9
55014,MeTu4a
55015,TmY4
55016,R1-6
55017,Tm37
55018,R1-6
55019,TmY9q__perp
55020,Tm3
55021,ER3a
55022,Dm8b
55023,TmY5a
55024,CB1594
55025,CB1394
55026,PS181
55027,T3
55028,T4a
55029,LC18
55030,KCg-d
55031,SLP120
55032,CB3145
55033,T2
55034,Tm4
55035,LC10c
55036,CB2251
55037,KCg-m
55038,AN_GNG_124
55039,LC18
55040,CB1172
55041,m_NSC_DILP
55042,CB1458
55043,ExR3
55044,T3
55045,Tm5f
55046,LMt2
55047,WEDPN14
55048,Tm5f
55049,JO-F
55050,TRN_VP1m
55051,BM_InOm
55052,T4b
55053,CB2071
55054,Tm4
55055,CB0707
55056,LC10d
55057,LHAV7a5
55058,CB1575
55059,CB2071
55060,Li11
55061,LC12
55062,DNpe016
55063,CB0783
55064,TmY5a
55065,m_NSC_DILP
55066,CB2071
55067,Tm4
55068,PVLP101c
55069,DNge113
55070,ORN_DM6
55071,TmY5a
55072,CB0986
55073,T2
55074,CB3384
55075,KCg-d
55076,CB0320
55077,KCg-m
55078,SAD021_c
55079,SLP345
55080,SLP275
55081,CB3032
55082,Tm5f
55083,SAD040
55084,LHPV4a5
55085,CB1575
55086,T5c
55087,CB1270
55088,TmY5a
55089,SLP388
55090,KCapbp-ap1
55091,T5b
55092,T5a
55093,CB3262
55094,CB2251
55095,Li11
55096,CB3740
55097,KCg-m
55098,T2
55099,CB1997
55100,KCg-m
55101,AOTU037
55102,LT70
55103,T4a
55104,TmY31
55105,WED023
55106,SA_MDA_4
55107,T5c
55108,T3
55109,MeTu4a
55110,LCe01b
55111,Dm8b
55112,Dm3v
55113,ER3a
55114,Tm5c
55115,TmY4
55116,Mi15
55117,R1-6
55118,Mi13
55119,Tm5d
55120,Mi4
55121,L2
55122,LPC2
55123,Tm27
55124,R1-6
55125,Tm2
55126,TmY4
55127,L3
55128,Tm5c
55129,Dm3q
55130,Tm7
55131,vDeltaA
55132,MeTu1
55133,Tm3
55134,R7
55135,Tm1
55136,R1-6
55137,Dm8b
55138,JO-EDM
55139,T4d
55140,Tm20
55141,Dm3v
55142,R1-6
55143,CB3684
55144,KCg-d
55145,C3
55146,R7
55147,L1
55148,PFNa
55149,Mi9
55150,Pm02
55151,Dm3q
55152,PFNm
55153,L3
55154,Tm20
55155,T4d
55156,L5
55157,R1-6
55158,Sm05
55159,L1
55160,Sm02
55161,TmY4
55162,L1
55163,Mi2
55164,Dm3p
55165,Tm27
55166,Dm3q
55167,R1-6
55168,Dm2
55169,R1-6
55170,L2
55171,Sm09
55172,Tm2
55173,CB1575
55174,R1-6
55175,Pm08
55176,T5b
55177,CB0986
55178,CB1397
55179,KCapbp-ap1
55180,TmY5a
55181,Y3
55182,AN_FLA_1
55183,LPC2
55184,T3
55185,CB2069
55186,LC18
55187,CB3382
55188,DNd01
55189,lLN1_bc
55190,R1-6
55191,CB1172
55192,ORN_DM6
55193,T5b
55194,LHAV7a5
55195,T2
55196,T4a
55197,ER3d
55198,KCg-d
55199,Tm5f
55200,SA_VTV_DProN_1
55201,CB1458
55202,Y3
55203,T4a
55204,Tm1
55205,ORN_DL4
55206,LC10a
55207,PLP114
55208,lLN1_bc
55209,Tm5a
55210,ER3d
55211,CB1421
55212,CB2576
55213,AOTU037
55214,DNp17
55215,PS210
55216,T4b
55217,BM_InOm
55218,KCg-m
55219,CB3532
55220,AN_FLA_1
55221,Li11
55222,T5d
55223,Pm08
55224,CB1997
55225,T5d
55226,ORN_DL4
55227,CB2855
55228,BM_InOm
55229,AN_AVLP_SAD_5
55230,Mi4
55231,Tm1
55232,T5d
55233,T4a
55234,T5c
55235,Tm5f
55236,Tm1
55237,CB2069
55238,KCg-d
55239,WED023
55240,CB2064
55241,LC12
55242,PEG
55243,T2
55244,SLP275
55245,WED162
55246,CB3050
55247,CB1418
55248,T4a
55249,CB2064
55250,ocellar_retinula_cell
55251,CB3050
55252,T4d
55253,CB0943
55254,Tm21
55255,Tm1
55256,FC1A
55257,Mi1
55258,Tm27
55259,L2
55260,Sm15
55261,Tm9
55262,Lai
55263,Tm2
55264,BM_InOm
55265,KCab-p
55266,L5
55267,L2
55268,VES061
55269,T4d
55270,KCg-d
55271,T4d
55272,KCab-p
55273,L2
55274,CB0261
55275,R1-6
55276,Dm2
55277,TmY4
55278,Sm06
55279,R1-6
55280,CB0937
55281,Mi4
55282,R1-6
55283,L5
55284,L3
55285,T1
55286,R7
55287,PFNm
55288,Tm27
55289,Dm3p
55290,Mi2
55291,Tm20
55292,CB3050
55293,Tm20
55294,R1-6
55295,T4d
55296,Tm20
55297,Sm12
55298,Pm08
55299,Mi13
55300,Dm3p
55301,T4d
55302,T5b
55303,ER2
55304,Lai
55305,Dm2
55306,L3
55307,Sm02
55308,T4c
55309,Tm20
55310,R1-6
55311,Tm20
55312,Tm5e
55313,Mi4
55314,L5
55315,PFNm
55316,Dm3p
55317,L5
55318,R1-6
55319,L3
55320,Tm5c
55321,Tm2
55322,LCe01b
55323,Dm15
55324,C2
55325,Dm2
55326,vDeltaA
55327,Pm01
55328,Tm2
55329,Dm3v
55330,Tm1
55331,Tm7
55332,L4
55333,Tm1
55334,T5d
55335,T4c
55336,L1
55337,Mi4
55338,R1-6
55339,R1-6
55340,R7
55341,CB2064
55342,R1-6
55343,KCg-m
55344,Tm9
55345,PFNa
55346,T4c
55347,R7
55348,C3
55349,T4c
55350,Lai
55351,L1
55352,Dm2
55353,Tm2
55354,Dm3p
55355,Tm20
55356,Li03
55357,Mi15
55358,R1-6
55359,Tm5d
55360,Tm9
55361,Tm5e
55362,Dm2
55363,PFNm
55364,FC1A
55365,R8
55366,ORN_VA1d
55367,LTe01
55368,CB1458
55369,TmY5a
55370,Li11
55371,T5c
55372,L2
55373,m_NSC_DILP
55374,Tm1
55375,LHAV7a4b
55376,AN_AVLP_SAD_5
55377,T3
55378,CB1172
55379,T5b
55380,CB3532
55381,CB0723
55382,T4a
55383,SLP275
55384,m_NSC_DILP
55385,T5d
55386,CB0523
55387,CB1997
55388,ORN_VC2
55389,AVLP290b
55390,Sm32
55391,CB1997
55392,T4b
55393,TmY5a
55394,T4b
55395,ExR3
55396,TmY5a
55397,SMPp&v1A_H01
55398,T5b
55399,SLP275
55400,TmY5a
55401,CB3868
55402,CB1786
55403,VES043
55404,CB0282
55405,DNg51
55406,T5b
55407,Tm27
55408,Tm5f
55409,T4a
55410,Y3
55411,CB1575
55412,CB2715
55413,DNge012
55414,T3
55415,LHPV4a2
55416,Tm4
55417,TmY5a
55418,CB3679
55419,CB1172
55420,BM_InOm
55421,CB1171
55422,TmY31
55423,TmY10
55424,TmY5a
55425,LLPC2
55426,SLP275
55427,T3
55428,lLN1_bc
55429,CB1394
55430,CB1834
55431,CB3382
55432,T5c
55433,LTe04
55434,LC10c
55435,lLN1_bc
55436,VA1v_adPN
55437,SLP275
55438,CB3868
55439,hDeltaJ
55440,T5b
55441,Sm14
55442,T2
55443,Tm4
55444,CB1167
55445,Mi13
55446,KCapbp-ap2
55447,LC15
55448,Li03
55449,ocellar_retinula_cell
55450,R1-6
55451,Tm9
55452,DNx02
55453,R8
55454,R1-6
55455,R8
55456,Dm8b
55457,Tm1
55458,L5
55459,lLN1_bc
55460,R1-6
55461,LLPC1
55462,Sm05
55463,Tm27
55464,Dm3v
55465,Tm9
55466,R1-6
55467,Tm27
55468,T4c
55469,Dm3v
55470,R1-6
55471,L2
55472,C3
55473,Tm27
55474,Pm01
55475,L2
55476,Tm1
55477,Dm8b
55478,L5
55479,LLPC2
55480,T4c
55481,FC1A
55482,Tm5c
55483,R8
55484,Dm2
55485,ER3a
55486,R1-6
55487,LPLC4
55488,LC10b
55489,Tm27
55490,Mi15
55491,LLPC2
55492,C3
55493,Dm1
55494,Dm3q
55495,Tm1
55496,Tm5d
55497,R1-6
55498,R1-6
55499,R1-6
55500,Dm8b
55501,Mi15
55502,R1-6
55503,Mi4
55504,ER4d
55505,Mi2
55506,R1-6
55507,Mi1
55508,L1-3
55509,ER4d
55510,T1
55511,Dm3v
55512,Tm2
55513,CB0943
55514,R1-6
55515,Tm2
55516,R1-6
55517,R1-6
55518,R1-6
55519,Dm3v
55520,L3
55521,Pm01
55522,T4d
55523,L1
55524,L5
55525,L3
55526,PFNa
55527,Dm15
55528,R1-6
55529,Mi2
55530,C2
55531,T1
55532,Tm36
55533,R7
55534,T1
55535,PFNa
55536,L5
55537,L3
55538,Mi1
55539,Tm7
55540,Mi2
55541,ER3a
55542,Dm3p
55543,Mi13
55544,Tm7
55545,Tm9
55546,T1
55547,Sm15
55548,Tm16
55549,R1-6
55550,R1-6
55551,R7
55552,R1-6
55553,Mi15
55554,Tm3
55555,Tm27
55556,Mi4
55557,Tm2
55558,T4c
55559,L5
55560,Dm3q
55561,Dm3p
55562,Mi9
55563,Mi15
55564,Dm2
55565,Mi13
55566,Tm1
55567,T1
55568,L1
55569,Tm27
55570,Tm5b
55571,TmY4
55572,Tm2
55573,Tm20
55574,Tm5c
55575,R8
55576,Tm20
55577,Tm1
55578,ORN_VA1d
55579,R1-6
55580,JO-EDM
55581,Tm20
55582,C2
55583,TmY9q
55584,Dm3v
55585,TmY4
55586,L5
55587,Tm5e
55588,Mi10
55589,Dm3q
55590,Mi4
55591,ORN_DM6
55592,Tm1
55593,AN_GNG_113
55594,R1-6
55595,Tm2
55596,Tm7
55597,R1-6
55598,Mi4
55599,R1-6
55600,Pm08
55601,R7
55602,Dm9
55603,Dm3q
55604,Sm05
55605,L1
55606,Mi4
55607,L2
55608,L1
55609,Tm1
55610,L1
55611,T5a
55612,Dm9
55613,TmY4
55614,TmY4
55615,L4
55616,Tm1
55617,T4a
55618,Mi13
55619,Tm9
55620,L1
55621,C3
55622,T1
55623,Mi2
55624,R1-6
55625,T1
55626,L2
55627,CB2274
55628,C2
55629,L2
55630,Tm21
55631,Tm9
55632,Tm21
55633,R1-6
55634,R1-6
55635,TmY4
55636,VS5
55637,LHPV4a2
55638,R1-6
55639,Tm20
55640,Dm3p
55641,Dm2
55642,R1-6
55643,Tm27
55644,MeTu4a
55645,Dm8b
55646,LCe01b
55647,TmY4
55648,L3
55649,Mi4
55650,Tm1
55651,Dm2
55652,PFNm
55653,T1
55654,Pm03
55655,T4d
55656,MLt6
55657,ORN_VA1d
55658,MeTu4a
55659,Tm9
55660,Mi9
55661,Mi2
55662,ER3a
55663,R8
55664,R1-6
55665,KCg-m
55666,R1-6
55667,MLt6
55668,R8
55669,R1-6
55670,R7
55671,LLPC2
55672,R1-6
55673,MLt6
55674,vDeltaA
55675,Tm5c
55676,Tm21
55677,Tm21
55678,Tm9
55679,C3
55680,L2
55681,Dm3q
55682,R8
55683,Tm21
55684,L5
55685,ER3a
55686,R1-6
55687,Mi15
55688,Dm3p
55689,Tm21
55690,vDeltaA
55691,Tm2
55692,Tm1
55693,L3
55694,ORN_DM6
55695,Tm7
55696,T4c
55697,L2
55698,L5
55699,Tm27
55700,T4d
55701,Dm3v
55702,Tm3
55703,Tm20
55704,ORN_VA1d
55705,T1
55706,Tm2
55707,L4
55708,R8
55709,Mi1
55710,PFNa
55711,Tm27
55712,T1
55713,R1-6
55714,AOTU037
55715,T5d
55716,vDeltaA
55717,L4
55718,PFNm
55719,Dm3p
55720,L2
55721,Tm16
55722,SLP289
55723,T5a
55724,Dm3q
55725,TmY9q
55726,Tm5c
55727,C3
55728,Tm3
55729,Sm09
55730,Tm20
55731,Mi13
55732,TmY9q
55733,hDeltaJ
55734,Pm05
55735,R1-6
55736,Tm16
55737,L4
55738,T4d
55739,T4c
55740,Mi4
55741,Tm3
55742,AOTU037
55743,TmY9q
55744,Tm2
55745,SLP157
55746,ORN_VL1
55747,R1-6
55748,AN_AVLP_SAD_5
55749,R1-6
55750,L5
55751,MLt6
55752,Tm21
55753,Tm2
55754,Tm37
55755,Mi4
55756,Mi13
55757,Tm1
55758,Tm27
55759,ER3a
55760,L5
55761,Dm3q
55762,T4c
55763,R8
55764,Tm37
55765,Mi2
55766,TmY4
55767,T1
55768,PS280
55769,C3
55770,Dm8b
55771,R1-6
55772,PFNm
55773,L1
55774,R1-6
55775,Mi15
55776,Tm27
55777,Mi15
55778,L2
55779,Sm02
55780,Tm2
55781,ORN_VA1d
55782,Dm3q
55783,Pm02
55784,T1
55785,PFNm
55786,Lai
55787,L5
55788,R7
55789,L5
55790,R8
55791,R8
55792,Dm8b
55793,TmY16
55794,Dm8b
55795,AN_AVLP_SAD_5
55796,LC18
55797,T2
55798,Sm32
55799,Li11
55800,KCg-m
55801,T5a
55802,CB1575
55803,T2
55804,CB2715
55805,Pm01
55806,T5b
55807,Tm35
55808,PVLP015
55809,DNx02
55810,KCab
55811,ORN_DL4
55812,T2
55813,CB0324
55814,LC10c
55815,T5c
55816,Tm35
55817,DNd01
55818,LC18
55819,m_NSC_DILP
55820,PLP124
55821,CB0943
55822,BM_InOm
55823,LT70
55824,T4b
55825,TmY4
55826,AN_AVLP_SAD_3
55827,KCg-d
55828,T4b
55829,T3
55830,KCab
55831,PVLP015
55832,TmY3
55833,T5a
55834,DNg71
55835,ORN_DL4
55836,AN_AVLP_SAD_3
55837,ORN_DL4
55838,Tm5f
55839,T5d
55840,LLPC2
55841,JO-EDM
55842,CB2050
55843,AN_GNG_113
55844,Tm5a
55845,LPC2
55846,CB2064
55847,CB2855
55848,LLPC2
55849,SMP495b
55850,ORN_DL4
55851,Tm4
55852,T5d
55853,BM_InOm
55854,CB3739
55855,KCg-m
55856,T5a
55857,LC18
55858,PEG
55859,CL290
55860,T4b
55861,Tm5f
55862,LHPV4a2
55863,DNg09
55864,CB0986
55865,CB3739
55866,Tm5a
55867,KCab
55868,CB1997
55869,PLP124
